"SchoolYear","OrganizationLevel","County","DistrictCode","DistrictName","StudentGroupType","StudentGroup","Subject","MedianSGP","StudentCount","NumberLowGrowth","NumberTypicalGrowth","NumberHighGrowth","PercentLowGrowth","PercentTypicalGrowth","PercentHighGrowth","PhysicalAddress","Median_Household_Income"
"2019","District","Lincoln",22207,"Davenport School District","AllStudents","All Students","Math",57,194,52,56,86,0.268,0.289,0.443,"99122",58482
"2018","District","Lincoln",22207,"Davenport School District","AllStudents","All Students","English Language Arts",62,197,47,68,82,0.239,0.345,0.416,"99122",58482
"2018","District","Lincoln",22207,"Davenport School District","AllStudents","All Students","Math",65,199,37,64,98,0.186,0.322,0.492,"99122",58482
"2017","District","Lincoln",22207,"Davenport School District","AllStudents","All Students","English Language Arts",63.5,206,44,65,97,0.214,0.316,0.471,"99122",58482
"2017","District","Lincoln",22207,"Davenport School District","AllStudents","All Students","Math",68,205,31,67,107,0.151,0.327,0.522,"99122",58482
"2016","District","Lincoln",22207,"Davenport School District","AllStudents","All Students","English Language Arts",57.5,224,55,76,93,0.246,0.339,0.415,"99122",58482
"2016","District","Lincoln",22207,"Davenport School District","AllStudents","All Students","Math",58.5,224,52,76,96,0.232,0.339,0.429,"99122",58482
"2015","District","Lincoln",22207,"Davenport School District","AllStudents","All Students","English Language Arts",49,215,71,60,84,0.33,0.279,0.391,"99122",58482
"2015","District","Lincoln",22207,"Davenport School District","AllStudents","All Students","Math",57,213,54,69,90,0.254,0.324,0.423,"99122",58482
"2019","District","Columbia",7002,"Dayton School District","AllStudents","All Students","English Language Arts",38.5,148,61,60,27,0.412,0.405,0.182,"99328",65260
"2019","District","Columbia",7002,"Dayton School District","AllStudents","All Students","Math",51,147,45,52,50,0.306,0.354,0.34,"99328",65260
"2018","District","Columbia",7002,"Dayton School District","AllStudents","All Students","English Language Arts",33.5,136,67,44,25,0.493,0.324,0.184,"99328",65260
"2018","District","Columbia",7002,"Dayton School District","AllStudents","All Students","Math",46.5,136,53,42,41,0.39,0.309,0.301,"99328",65260
"2017","District","Columbia",7002,"Dayton School District","AllStudents","All Students","English Language Arts",53,138,41,48,49,0.297,0.348,0.355,"99328",65260
"2017","District","Columbia",7002,"Dayton School District","AllStudents","All Students","Math",34,137,64,52,21,0.467,0.38,0.153,"99328",65260
"2016","District","Columbia",7002,"Dayton School District","AllStudents","All Students","English Language Arts",60,119,36,32,51,0.303,0.269,0.429,"99328",65260
"2016","District","Columbia",7002,"Dayton School District","AllStudents","All Students","Math",70,119,24,32,63,0.202,0.269,0.529,"99328",65260
"2015","District","Columbia",7002,"Dayton School District","AllStudents","All Students","English Language Arts",30,126,66,37,23,0.524,0.294,0.183,"99328",65260
"2015","District","Columbia",7002,"Dayton School District","AllStudents","All Students","Math",43,126,48,46,32,0.381,0.365,0.254,"99328",65260
"2019","District","Spokane",32414,"Deer Park School District","AllStudents","All Students","English Language Arts",54,824,239,258,327,0.29,0.313,0.397,"99006",59400
"2019","District","Spokane",32414,"Deer Park School District","AllStudents","All Students","Math",53,821,242,272,307,0.295,0.331,0.374,"99006",59400
"2018","District","Spokane",32414,"Deer Park School District","AllStudents","All Students","English Language Arts",57,816,217,280,319,0.266,0.343,0.391,"99006",59400
"2018","District","Spokane",32414,"Deer Park School District","AllStudents","All Students","Math",59,815,201,268,346,0.247,0.329,0.425,"99006",59400
"2017","District","Spokane",32414,"Deer Park School District","AllStudents","All Students","English Language Arts",57.5,808,222,280,306,0.275,0.347,0.379,"99006",59400
"2017","District","Spokane",32414,"Deer Park School District","AllStudents","All Students","Math",55,805,220,269,316,0.273,0.334,0.393,"99006",59400
"2016","District","Spokane",32414,"Deer Park School District","AllStudents","All Students","English Language Arts",56,788,219,266,303,0.278,0.338,0.385,"99006",59400
"2016","District","Spokane",32414,"Deer Park School District","AllStudents","All Students","Math",56,783,204,264,315,0.261,0.337,0.402,"99006",59400
"2015","District","Spokane",32414,"Deer Park School District","AllStudents","All Students","English Language Arts",59,786,188,272,326,0.239,0.346,0.415,"99006",59400
"2015","District","Spokane",32414,"Deer Park School District","AllStudents","All Students","Math",59,782,210,244,328,0.269,0.312,0.419,"99006",59400
"2019","District","Pierce",27343,"Dieringer School District","AllStudents","All Students","English Language Arts",55,794,203,311,280,0.256,0.392,0.353,"98391",104406
"2019","District","Pierce",27343,"Dieringer School District","AllStudents","All Students","Math",55,792,204,273,315,0.258,0.345,0.398,"98391",104406
"2018","District","Pierce",27343,"Dieringer School District","AllStudents","All Students","English Language Arts",50,783,242,283,258,0.309,0.361,0.33,"98391",104406
"2018","District","Pierce",27343,"Dieringer School District","AllStudents","All Students","Math",56,782,209,268,305,0.267,0.343,0.39,"98391",104406
"2017","District","Pierce",27343,"Dieringer School District","AllStudents","All Students","English Language Arts",49,778,286,229,263,0.368,0.294,0.338,"98391",104406
"2017","District","Pierce",27343,"Dieringer School District","AllStudents","All Students","Math",58,778,185,286,307,0.238,0.368,0.395,"98391",104406
"2016","District","Pierce",27343,"Dieringer School District","AllStudents","All Students","English Language Arts",52,776,238,250,288,0.307,0.322,0.371,"98391",104406
"2016","District","Pierce",27343,"Dieringer School District","AllStudents","All Students","Math",65,774,135,266,373,0.174,0.344,0.482,"98391",104406
"2015","District","Pierce",27343,"Dieringer School District","AllStudents","All Students","English Language Arts",48,27,10,8,9,0.37,0.296,0.333,"98391",104406
"2015","District","Pierce",27343,"Dieringer School District","AllStudents","All Students","Math",41,27,9,11,7,0.333,0.407,0.259,"98391",104406
"2019","District","Spokane",32361,"East Valley School District (Spokane)","AllStudents","All Students","English Language Arts",49,1414,447,495,472,0.316,0.35,0.334,"99216",50586
"2019","District","Spokane",32361,"East Valley School District (Spokane)","AllStudents","All Students","Math",47,1414,503,489,422,0.356,0.346,0.298,"99216",50586
"2018","District","Spokane",32361,"East Valley School District (Spokane)","AllStudents","All Students","English Language Arts",50,1475,452,520,503,0.306,0.353,0.341,"99216",50586
"2018","District","Spokane",32361,"East Valley School District (Spokane)","AllStudents","All Students","Math",49,1475,522,460,493,0.354,0.312,0.334,"99216",50586
"2017","District","Spokane",32361,"East Valley School District (Spokane)","AllStudents","All Students","English Language Arts",57,1395,329,500,566,0.236,0.358,0.406,"99216",50586
"2017","District","Spokane",32361,"East Valley School District (Spokane)","AllStudents","All Students","Math",51,1386,454,464,468,0.328,0.335,0.338,"99216",50586
"2016","District","Spokane",32361,"East Valley School District (Spokane)","AllStudents","All Students","English Language Arts",51,1442,454,502,486,0.315,0.348,0.337,"99216",50586
"2016","District","Spokane",32361,"East Valley School District (Spokane)","AllStudents","All Students","Math",46,1450,532,487,431,0.367,0.336,0.297,"99216",50586
"2015","District","Spokane",32361,"East Valley School District (Spokane)","AllStudents","All Students","English Language Arts",47,85,32,32,21,0.376,0.376,0.247,"99216",50586
"2015","District","Spokane",32361,"East Valley School District (Spokane)","AllStudents","All Students","Math",41,81,33,23,25,0.407,0.284,0.309,"99216",50586
"2019","District","Yakima",39090,"East Valley School District (Yakima)","AllStudents","All Students","English Language Arts",55,1275,356,456,463,0.279,0.358,0.363,"98901",45062
"2019","District","Yakima",39090,"East Valley School District (Yakima)","AllStudents","All Students","Math",52,1237,367,424,446,0.297,0.343,0.361,"98901",45062
"2018","District","Yakima",39090,"East Valley School District (Yakima)","AllStudents","All Students","English Language Arts",44,1259,461,475,323,0.366,0.377,0.257,"98901",45062
"2018","District","Yakima",39090,"East Valley School District (Yakima)","AllStudents","All Students","Math",49,1259,400,446,413,0.318,0.354,0.328,"98901",45062
"2017","District","Yakima",39090,"East Valley School District (Yakima)","AllStudents","All Students","English Language Arts",50,1173,369,421,383,0.315,0.359,0.327,"98901",45062
"2017","District","Yakima",39090,"East Valley School District (Yakima)","AllStudents","All Students","Math",57,1172,297,429,446,0.253,0.366,0.381,"98901",45062
"2016","District","Yakima",39090,"East Valley School District (Yakima)","AllStudents","All Students","English Language Arts",49,1109,342,402,365,0.308,0.362,0.329,"98901",45062
"2016","District","Yakima",39090,"East Valley School District (Yakima)","AllStudents","All Students","Math",54,1123,308,428,387,0.274,0.381,0.345,"98901",45062
"2015","District","Yakima",39090,"East Valley School District (Yakima)","AllStudents","All Students","English Language Arts",48,469,156,171,142,0.333,0.365,0.303,"98901",45062
"2015","District","Yakima",39090,"East Valley School District (Yakima)","AllStudents","All Students","Math",65,467,94,150,223,0.201,0.321,0.478,"98901",45062
"2019","District","Douglas",9206,"Eastmont School District","AllStudents","All Students","English Language Arts",45,2320,854,759,707,0.368,0.327,0.305,"98802",71093
"2019","District","Douglas",9206,"Eastmont School District","AllStudents","All Students","Math",46,2324,823,774,727,0.354,0.333,0.313,"98802",71093
"2018","District","Douglas",9206,"Eastmont School District","AllStudents","All Students","English Language Arts",44,2299,889,758,652,0.387,0.33,0.284,"98802",71093
"2018","District","Douglas",9206,"Eastmont School District","AllStudents","All Students","Math",45,2301,854,749,698,0.371,0.326,0.303,"98802",71093
"2017","District","Douglas",9206,"Eastmont School District","AllStudents","All Students","English Language Arts",47,2168,771,702,695,0.356,0.324,0.321,"98802",71093
"2017","District","Douglas",9206,"Eastmont School District","AllStudents","All Students","Math",50,2166,705,723,738,0.325,0.334,0.341,"98802",71093
"2016","District","Douglas",9206,"Eastmont School District","AllStudents","All Students","English Language Arts",49,2090,703,696,691,0.336,0.333,0.331,"98802",71093
"2016","District","Douglas",9206,"Eastmont School District","AllStudents","All Students","Math",51,2095,661,713,721,0.316,0.34,0.344,"98802",71093
"2015","District","Douglas",9206,"Eastmont School District","AllStudents","All Students","English Language Arts",43,849,339,281,229,0.399,0.331,0.27,"98802",71093
"2015","District","Douglas",9206,"Eastmont School District","AllStudents","All Students","Math",46,847,310,287,250,0.366,0.339,0.295,"98802",71093
"2019","District","Kittitas",19028,"Easton School District","AllStudents","All Students","English Language Arts",60,39,7,18,14,0.179,0.462,0.359,"98925",57031
"2019","District","Kittitas",19028,"Easton School District","AllStudents","All Students","Math",71,41,7,13,21,0.171,0.317,0.512,"98925",57031
"2018","District","Kittitas",19028,"Easton School District","AllStudents","All Students","English Language Arts",46,49,16,20,13,0.327,0.408,0.265,"98925",57031
"2018","District","Kittitas",19028,"Easton School District","AllStudents","All Students","Math",25,50,28,13,9,0.56,0.26,0.18,"98925",57031
"2017","District","Kittitas",19028,"Easton School District","AllStudents","All Students","English Language Arts",65,40,8,13,19,0.2,0.325,0.475,"98925",57031
"2017","District","Kittitas",19028,"Easton School District","AllStudents","All Students","Math",35,40,18,11,11,0.45,0.275,0.275,"98925",57031
"2016","District","Kittitas",19028,"Easton School District","AllStudents","All Students","English Language Arts",50.5,42,11,18,13,0.262,0.429,0.31,"98925",57031
"2016","District","Kittitas",19028,"Easton School District","AllStudents","All Students","Math",61.5,42,9,15,18,0.214,0.357,0.429,"98925",57031
"2019","District","Pierce",27404,"Eatonville School District","AllStudents","All Students","English Language Arts",50,731,233,260,238,0.319,0.356,0.326,"98328",90636
"2019","District","Pierce",27404,"Eatonville School District","AllStudents","All Students","Math",42,728,283,263,182,0.389,0.361,0.25,"98328",90636
"2018","District","Pierce",27404,"Eatonville School District","AllStudents","All Students","English Language Arts",50,707,228,245,234,0.322,0.347,0.331,"98328",90636
"2018","District","Pierce",27404,"Eatonville School District","AllStudents","All Students","Math",51,704,215,245,244,0.305,0.348,0.347,"98328",90636
"2017","District","Pierce",27404,"Eatonville School District","AllStudents","All Students","English Language Arts",52.5,684,206,217,261,0.301,0.317,0.382,"98328",90636
"2017","District","Pierce",27404,"Eatonville School District","AllStudents","All Students","Math",63,685,151,215,319,0.22,0.314,0.466,"98328",90636
"2016","District","Pierce",27404,"Eatonville School District","AllStudents","All Students","English Language Arts",45,650,236,222,192,0.363,0.342,0.295,"98328",90636
"2016","District","Pierce",27404,"Eatonville School District","AllStudents","All Students","Math",43,651,249,212,190,0.382,0.326,0.292,"98328",90636
"2015","District","Pierce",27404,"Eatonville School District","AllStudents","All Students","English Language Arts",24.5,30,17,6,7,0.567,0.2,0.233,"98328",90636
"2015","District","Pierce",27404,"Eatonville School District","AllStudents","All Students","Math",24,30,18,7,5,0.6,0.233,0.167,"98328",90636
"2019","District","Snohomish",31015,"Edmonds School District","AllStudents","All Students","English Language Arts",51,7024,2267,2356,2401,0.323,0.335,0.342,"98036",82684
"2019","District","Snohomish",31015,"Edmonds School District","AllStudents","All Students","Math",52,7007,2129,2369,2509,0.304,0.338,0.358,"98036",82684
"2018","District","Snohomish",31015,"Edmonds School District","AllStudents","All Students","English Language Arts",50,6975,2242,2265,2468,0.321,0.325,0.354,"98036",82684
"2018","District","Snohomish",31015,"Edmonds School District","AllStudents","All Students","Math",53,6978,2057,2320,2601,0.295,0.332,0.373,"98036",82684
"2017","District","Snohomish",31015,"Edmonds School District","AllStudents","All Students","English Language Arts",49,6890,2288,2360,2242,0.332,0.343,0.325,"98036",82684
"2017","District","Snohomish",31015,"Edmonds School District","AllStudents","All Students","Math",53,6878,2065,2337,2476,0.3,0.34,0.36,"98036",82684
"2016","District","Snohomish",31015,"Edmonds School District","AllStudents","All Students","English Language Arts",51,6761,2158,2260,2343,0.319,0.334,0.347,"98036",82684
"2016","District","Snohomish",31015,"Edmonds School District","AllStudents","All Students","Math",49,6728,2240,2284,2204,0.333,0.339,0.328,"98036",82684
"2015","District","Snohomish",31015,"Edmonds School District","AllStudents","All Students","English Language Arts",54.5,554,178,171,205,0.321,0.309,0.37,"98036",82684
"2015","District","Snohomish",31015,"Edmonds School District","AllStudents","All Students","Math",51,558,191,161,206,0.342,0.289,0.369,"98036",82684
"2019","District","Kittitas",19401,"Ellensburg School District","AllStudents","All Students","English Language Arts",46.5,1106,409,383,314,0.37,0.346,0.284,"98926",59415
"2019","District","Kittitas",19401,"Ellensburg School District","AllStudents","All Students","Math",51,1103,332,414,357,0.301,0.375,0.324,"98926",59415
"2018","District","Kittitas",19401,"Ellensburg School District","AllStudents","All Students","English Language Arts",42,1079,417,362,300,0.386,0.335,0.278,"98926",59415
"2018","District","Kittitas",19401,"Ellensburg School District","AllStudents","All Students","Math",44,1074,404,370,300,0.376,0.345,0.279,"98926",59415
"2017","District","Kittitas",19401,"Ellensburg School District","AllStudents","All Students","English Language Arts",40,1059,444,372,243,0.419,0.351,0.229,"98926",59415
"2017","District","Kittitas",19401,"Ellensburg School District","AllStudents","All Students","Math",54,1059,323,338,398,0.305,0.319,0.376,"98926",59415
"2016","District","Kittitas",19401,"Ellensburg School District","AllStudents","All Students","English Language Arts",30,838,440,269,129,0.525,0.321,0.154,"98926",59415
"2016","District","Kittitas",19401,"Ellensburg School District","AllStudents","All Students","Math",31,817,420,263,134,0.514,0.322,0.164,"98926",59415
"2015","District","Kittitas",19401,"Ellensburg School District","AllStudents","All Students","English Language Arts",57,716,188,242,286,0.263,0.338,0.399,"98926",59415
"2015","District","Kittitas",19401,"Ellensburg School District","AllStudents","All Students","Math",57,729,182,264,283,0.25,0.362,0.388,"98926",59415
"2019","District","Grays Harbor",14068,"Elma School District","AllStudents","All Students","English Language Arts",50,533,175,188,170,0.328,0.353,0.319,"98541",52029
"2019","District","Grays Harbor",14068,"Elma School District","AllStudents","All Students","Math",62,536,120,173,243,0.224,0.323,0.453,"98541",52029
"2018","District","Grays Harbor",14068,"Elma School District","AllStudents","All Students","English Language Arts",39,490,203,171,116,0.414,0.349,0.237,"98541",52029
"2018","District","Grays Harbor",14068,"Elma School District","AllStudents","All Students","Math",53,493,124,185,184,0.252,0.375,0.373,"98541",52029
"2017","District","Grays Harbor",14068,"Elma School District","AllStudents","All Students","English Language Arts",52,475,145,159,171,0.305,0.335,0.36,"98541",52029
"2017","District","Grays Harbor",14068,"Elma School District","AllStudents","All Students","Math",51,476,143,167,166,0.3,0.351,0.349,"98541",52029
"2016","District","Grays Harbor",14068,"Elma School District","AllStudents","All Students","English Language Arts",46,460,149,185,126,0.324,0.402,0.274,"98541",52029
"2016","District","Grays Harbor",14068,"Elma School District","AllStudents","All Students","Math",48,459,155,155,149,0.338,0.338,0.325,"98541",52029
"2015","District","Grays Harbor",14068,"Elma School District","AllStudents","All Students","English Language Arts",31,438,224,130,84,0.511,0.297,0.192,"98541",52029
"2015","District","Grays Harbor",14068,"Elma School District","AllStudents","All Students","Math",46,435,168,127,140,0.386,0.292,0.322,"98541",52029
"2019","District","Whitman",38308,"Endicott School District","AllStudents","All Students","English Language Arts",50.5,66,19,25,22,0.288,0.379,0.333,"99125",44875
"2019","District","Whitman",38308,"Endicott School District","AllStudents","All Students","Math",43,65,20,29,16,0.308,0.446,0.246,"99125",44875
"2018","District","Whitman",38308,"Endicott School District","AllStudents","All Students","English Language Arts",65,67,13,22,32,0.194,0.328,0.478,"99125",44875
"2018","District","Whitman",38308,"Endicott School District","AllStudents","All Students","Math",55,67,25,16,26,0.373,0.239,0.388,"99125",44875
"2017","District","Whitman",38308,"Endicott School District","AllStudents","All Students","English Language Arts",46,68,25,21,22,0.368,0.309,0.324,"99125",44875
"2017","District","Whitman",38308,"Endicott School District","AllStudents","All Students","Math",43.5,68,25,22,21,0.368,0.324,0.309,"99125",44875
